TICKER,ReturnEarly2020,ReturnLate2020
MBIO,-0.343137539,0.412313646
FLMN,-0.685176386,0.537891198
BKI,-0.099566147,0.521701387
HBB,-0.498231288,0.876094776
HFFG,-0.569743933,-0.103694107
DCPH,-0.338527999,0.386206067
KRYS,-0.21921285,0.387604393
ROKU,-0.346676706,2.795384659
MAXR,-0.317804262,2.617698153
PQG,-0.36554053,0.473394142
SPCE,0.279652948,0.605548285
FOR,-0.503596875,0.949758077
SWCH,-0.024332452,0.143098192
CARG,-0.461625488,0.675294104
MDB,0.037459204,1.629560084
EYE,-0.401172268,1.332131519
CATC,-0.346194873,0.377397608
FDBC,-0.175216886,0.285208071
KIDS,-0.15641687,0.040613354
MBIN,-0.225773869,0.840768781
OPTN,-0.513015041,-0.077951362
PDLB,-0.301360772,0.023369803
RYTM,-0.337108385,0.95335061
CVS,-0.195485042,0.180186698
ALTR,-0.262044658,1.19547063
AQUA,-0.408443476,1.406782911
CNNE,-0.099488396,0.321885856
SAIL,-0.355084332,2.4980305
SFIX,-0.505066048,3.623619775
CEIX,-0.745692793,0.95392814
FNKO,-0.767482859,1.601501558
SPRO,-0.15964652,1.399752031
ESTE,-0.721958985,2.028404614
MCB,-0.441633794,0.346825901
APLS,-0.125081389,1.135126556
XFOR,-0.065420062,-0.357000632
BAND,0.050584669,1.283694968
CBTX,-0.425771415,0.456922184
SBT,-0.468377222,0.055813927
DNLI,0.005165871,3.783554989
NMRK,-0.676700239,0.725665466
LILAK,-0.472764581,0.139244918
LILA,-0.454922667,0.114265173
AMEH,-0.298207345,0.414087136
CASA,-0.144254618,0.762856618
GIS,-0.005504368,0.141852785
LBC,-0.20029886,0.087656423
MVBF,-0.485752449,0.809501405
ODT,-0.149152147,-0.304599856
QTRX,-0.22259817,1.531298963
CURO,-0.562266955,1.762945477
LXFR,-0.230102009,0.195388679
VVNT,0.219251993,0.654705378
LBRT,-0.753596838,2.832718379
ILPT,-0.20638352,0.396003736
ADT,-0.45081955,0.841092596
COLD,-0.023103578,0.11571672
GTES,-0.463662837,0.728995478
AVYA,-0.40074085,1.367118435
AGS,-0.781533129,1.716980416
CUE,-0.106141369,-0.118392728
SLDB,-0.462921451,2.17154227
WHD,-0.660890383,1.276012133
CLNC,-0.68811214,0.903555621
VICI,-0.337083576,0.597398637
PACK,-0.231902605,1.146963854
CDLX,-0.443843223,3.08380669
EOLS,-0.658997394,-0.190362406
LIVX,0.022653664,1.075948689
ZS,0.308817711,2.281468891
DBX,0.010608471,0.225966262
RFL,-0.281950942,0.82045142
BTAI,0.529774458,1.067115865
BWB,-0.292452614,0.28102296
TH,-0.601999635,-0.206030314
FIXX,-0.249275172,-0.273488191
OPBK,-0.274926793,0.065664228
RCUS,0.374257457,0.870318672
ZUO,-0.438241642,0.730435222
SPGI,-0.100284656,0.349270181
EAF,-0.293925977,0.318369054
NVT,-0.335865294,0.420580058
BH,-0.505000056,0.96969613
BFST,-0.456234432,0.537240239
CLBK,-0.149940779,0.080554127
AHCO,0.45719489,1.34750203
DOCU,0.246795061,1.405840917
GSHD,0.052593674,1.826692753
LASR,-0.482741852,2.112486508
LEVL,-0.282591241,0.133653582
CDAY,-0.262374929,1.128219386
SMAR,-0.075913025,0.669238306
CCK,-0.199890111,0.726395839
WRB,-0.243415498,0.280626339
KMB,-0.062595971,0.078603829
SPOT,-0.187963567,1.591076433
EQH,-0.410815381,0.813083998
CPLG,-0.61423213,0.755102264
EVOP,-0.420673422,0.765359845
WH,-0.493233695,0.895466437
GSKY,-0.570786073,0.212041104
FCBP,-0.43710431,0.293165962
INSP,-0.187711079,2.120271215
BCML,-0.470096823,0.258921103
ROAD,0.001185325,0.723505028
STXB,-0.550434208,0.633706442
EVLO,-0.075123095,2.219708818
EXPI,-0.253310204,6.460988631
KNSA,0.399638872,0.141471192
OBNK,-0.463214515,0.388199983
SRRK,-0.081183475,3.007434256
UBX,-0.195561878,-0.096550898
AVLR,0.01842989,1.210323189
RVI,-0.667119334,0.308572481
BJ,0.120052673,0.46368329
BV,-0.344398163,0.367087529
AVRO,-0.227024259,-0.104111972
DOMO,-0.542357779,5.415497985
EVER,-0.235808268,0.422854261
IIIV,-0.324248225,0.739130158
KZR,0.087281901,0.197247697
LOVE,-0.636760111,6.39108273
MGTA,-0.585751754,0.248410778
MGTX,-0.328671635,0.126489444
OPRX,-0.117819269,2.439290168
TBIO,0.224815136,0.848544656
TCDA,-0.417064241,-0.679545081
VRCA,-0.312146201,0.053064848
XERS,-0.723404042,1.523076606
EPRT,-0.464328675,0.688029441
UGI,-0.402236528,0.350317948
KDP,-0.157249468,0.339904973
TENB,-0.087645866,1.390668431
RUBY,-0.531578433,0.705616872
ALLK,-0.533451982,2.146771595
BE,-0.299866702,4.479927383
FOCS,-0.219205855,0.890481834
AFIN,-0.514118889,0.260869996
BRY,-0.731707524,0.526970548
CNST,-0.332837688,-0.083678297
CRNX,-0.414108686,-0.040137028
LQDA,0.101753701,-0.373672547
PRVB,-0.382550143,0.841304284
REPL,-0.305226082,2.826485467
RPAY,-0.020477338,0.898953456
SONO,-0.4571065,1.758256577
CWK,-0.425635683,0.263202689
ARLO,-0.422802372,2.205763626
AMAL,-0.440921722,0.295706617
AMTB,-0.293712507,-0.01234468
MESA,-0.63199094,1.033432675
PCB,-0.429794889,0.065845825
PAYS,-0.491625858,-0.100775649
ELAN,-0.239728949,0.369809176
EB,-0.638076261,1.479451145
FTDR,-0.266554261,0.443644787
CW,-0.34289113,0.265624942
SVMK,-0.24398449,0.89119002
ARVN,-0.019225726,1.10744576
BSGM,-0.292230007,-0.069211126
FVCB,-0.237550288,0.103605048
GRTS,-0.351170818,-0.32302387
STRO,-0.072727857,1.128433745
YMAB,-0.164799986,0.896932094
UPWK,-0.395501297,4.351934529
GH,-0.109290856,0.851724106
ESTC,-0.132037495,1.618349686
ALLO,-0.251731799,0.298351627
LTHM,-0.385965012,2.588572068
PLAN,-0.42251904,1.374419856
REZI,-0.594299731,3.392561073
LIN,-0.182888736,0.541896287
ACA,-0.106948535,0.387228206
YETI,-0.43875848,2.507686403
ETRN,-0.599505168,0.682164964
PG,-0.114024372,0.288461024
SWI,-0.15525615,-0.045946677
AXNX,-0.083003357,0.964578363
BFC,-0.197257248,0.168841374
KOD,-0.337039219,2.079874782
SIBN,-0.444186827,1.502092181
STNE,-0.454248918,2.854848015
TWST,0.456190541,3.620337611
VAPO,0.548519561,0.426449376
DELL,-0.230395341,0.853097362
MRNA,0.531186698,2.488151874
CVET,-0.383333701,2.53071235
ALEC,0.400463626,-0.372979665
GOSS,-0.35060764,-0.04729131
HARP,-0.217039046,0.434369668
SO,-0.141347809,0.173867584
TCRR,-0.457983632,2.996123877
ZYXI,0.406607265,0.215899879
FOXA,-0.356353268,0.242517965
FOX,-0.365110141,0.272616479
OSW,-0.758265143,1.512883562
DSSI,-0.294503735,-0.43607111
CYCN,-0.025735425,0.15471527
DOW,-0.456486081,0.988403827
LYFT,-0.375871514,0.829794778
SWAV,-0.244534966,2.125973623
DTIL,-0.565875135,0.38308293
CARE,-0.609778954,0.167756869
WTRE,-0.417727145,1.36176961
TW,-0.091484283,0.491364868
PD,-0.261222835,1.413193085
ZM,1.147560176,1.308510778
PINS,-0.171673283,3.26813815
MNRL,-0.59654813,0.414037653
CAT,-0.208084686,0.60520537
MNSB,-0.271304275,0.008949309
NGM,-0.333153185,1.457017101
PLMR,0.151911142,0.527511123
SILK,-0.220406053,1.000636817
TPTX,-0.283031135,1.728389595
BYND,-0.11904766,0.876877415
PSN,-0.225775022,0.139238785
UBER,-0.061197437,0.826645382
KTB,-0.530126128,1.136671913
AVTR,-0.311845653,1.253802765
FSLY,-0.054309413,3.603262501
CTVA,-0.200608679,0.668680498
APLT,0.198313706,-0.326704752
CRTX,-0.187566491,-0.390922709
BCO,-0.424903505,0.396269774
FRAF,-0.28365309,0.018063865
IDYA,-0.450667369,2.398058555
NXTC,-0.341913169,-0.705962048
RRBI,-0.334997836,0.336568779
SPFI,-0.256762356,0.233271455
TMDX,-0.364545234,0.647352057
AMCR,-0.240314066,0.496448577
CRWD,0.11650395,2.804239218
CL,-0.030406855,0.311310168
WORK,0.193949835,0.573770777
GO,0.058243107,0.142980061
IAA,-0.363365494,1.168889261
ADPT,-0.071524043,1.12850875
BBIO,-0.172610521,1.452066315
CHNG,-0.390482416,0.866866382
AKRO,-0.044830377,0.216981318
BCEL,0.069813444,-0.024166753
CMBM,-0.359267791,3.47856602
IMVT,-0.019219303,1.967556588
KRTX,-0.044332907,0.410972421
MORF,-0.144521456,1.285424634
PSNL,-0.259632209,3.536554495
REAL,-0.628116949,1.787443147
STOK,-0.191383998,1.704368606
AMK,-0.29738156,0.186855123
MDLA,-0.355833655,0.657686818
HCAT,-0.246397332,0.664628382
PHR,-0.21058548,1.580121917
PROS,-0.395536274,0.315899386
NOVA,-0.097670223,3.481630466
CSTL,-0.132674083,1.252599616
FULC,-0.282451831,-0.019263112
IHRT,-0.56745518,0.775647901
RMBI,-0.360901946,0.356477443
XPEL,-0.31604028,4.145705535
DT,-0.057707441,0.815018094
CFB,-0.417475917,0.279763609
VMD,-0.232258202,0.630250273
TXG,-0.182688722,1.27214337
NET,0.376317725,2.236373838
NVST,-0.495951995,1.2576954
DDOG,-0.047644709,1.735966762
PING,-0.176131399,0.430570617
PNTG,-0.571817055,3.100286661
CRNC,-0.319486777,5.524683501
PTON,-0.065139789,4.714508863
ALRS,-0.270458921,0.691353834
IGMS,0.471435978,0.572394433
OPRT,-0.556722624,0.836019271
SWTX,-0.298518753,1.685925876
BRBR,-0.199154398,0.425806968
PGNY,-0.228050944,1.000473151
BRC,-0.208744854,0.188701718
APRE,-0.242536703,-0.858457798
BRP,-0.342678975,1.840758252
FREQ,0.015972103,0.979783074
HBT,-0.440124053,0.489955929
MCBS,-0.324936925,0.257447841
OYST,0.432078402,-0.462285791
PHAT,-0.170842179,0.286600104
RAPT,-0.229626855,-0.071464335
RLMD,-0.125385188,-0.059807261
VIR,1.72524787,-0.218559347
BRMK,-0.395878017,0.435758064
SI,-0.400377429,6.789315359
ETNB,-0.039558545,-0.034851652
SITM,-0.146274135,4.141488457
BILL,-0.101182884,2.99123123
GRWG,-0.070731508,9.556429482
SPT,-0.005606841,1.845238863
FMC,-0.177218697,0.424915649
BDTX,#VALUE!,0.284569755
ONEM,#VALUE!,1.404958984
REYN,#VALUE!,0.044159836
ARQT,#VALUE!,-0.056040582
DE,-0.198199655,0.969053557
BMY,-0.12543267,0.147370796
WBA,-0.216291852,-0.09721621
BA,-0.538758479,0.43529581
IVZ,-0.484122545,1.005642006
VVI,-0.684000158,0.703721135
WEN,-0.325772781,0.48481952
MTZ,-0.489869766,1.083101556
SNV,-0.543623104,0.921612879
RAMP,-0.315164712,1.223268926
CR,-0.427052434,0.613300459
CVBF,-0.062847401,0.010194072
JEF,-0.355449883,0.845633835
ABT,-0.087773459,0.402723818
CACI,-0.155366533,0.180820605
CALM,0.028772345,-0.146430467
CRS,-0.606305267,0.537831009
CAMP,-0.530272039,1.204443405
CWT,-0.019724983,0.088292684
AJRD,-0.083881556,0.263448101
AAL,-0.572734092,0.293681512
GCO,-0.721619493,1.255619197
FOE,-0.368846531,0.563034208
LMT,-0.12386558,0.067796808
WRK,-0.33220196,0.568947008
NEM,0.045339107,0.342151621
CAH,-0.04268342,0.149638026
IP,-0.314622087,0.661150689
CASY,-0.165020017,0.356311614
EXC,-0.185422586,0.181327032
CNP,-0.426306716,0.432226247
IDA,-0.172297353,0.118632822
PFE,-0.158420743,0.21493197
EMR,-0.370290597,0.723993409
JNJ,-0.094698801,0.224778458
GLW,-0.287894294,0.792065863
PPG,-0.370678381,0.747958298
PPL,-0.300585098,0.196029936
MMM,-0.218600003,0.315205661
MRK,-0.147334362,0.088010938
MSI,-0.171155801,0.295890612
CMD,-0.492836229,1.196654682
FE,-0.168293108,-0.207045472
CPK,-0.101377752,0.280937061
CMS,-0.05878081,0.059707925
EAT,-0.704999655,3.710243759
CHD,-0.084424363,0.370645329
CINF,-0.276747577,0.185921002
WEC,-0.037908091,0.065575792
TXT,-0.401569332,0.815004581
CTAS,-0.356251368,1.060684924
PEG,-0.231159983,0.333909923
CIA,-0.034074514,-0.121165558
HAL,-0.712709372,1.785649646
MDU,-0.269354213,0.258048238
XEL,-0.043471078,0.127406712
ETR,-0.20936949,0.091674194
EVRG,-0.146489479,0.036166599
AEP,-0.147104216,0.068237449
NEE,-0.000856262,0.302631479
ALE,-0.245742082,0.054757323
ASH,-0.343232023,0.600021991
EQT,-0.348060956,0.797737286
OGE,-0.303131421,0.075771063
CDE,-0.602722593,2.224300284
PBI,-0.486395638,2.13868199
COHR,-0.360324778,0.409830242
NOC,-0.116887612,0.020683378
AVA,-0.10885937,-0.025316406
AEE,-0.045246823,0.093274568
CMA,-0.581602824,0.996326284
CBSH,-0.254930724,0.388340996
OKE,-0.708174813,0.935981253
HSC,-0.697087882,1.579628384
CPB,-0.059209516,0.070191595
WHR,-0.412964924,1.15241877
JCS,-0.273905768,0.028704545
CAR,-0.568857934,1.683451607
LHX,-0.085409197,0.064638235
NFG,-0.18940693,0.139095448
F,-0.471812824,0.819876678
DOV,-0.268260115,0.524600861
CMTL,-0.624233158,0.585688012
DIS,-0.332089684,0.875567496
BH,-0.550777344,1.163424704
SJI,-0.233020191,-0.102042649
CTO,-0.245240415,0.218098652
L,-0.335535794,0.299186945
K,-0.124349303,0.064211862
CSL,-0.223239035,0.261424541
CLF,-0.525743258,2.736571667
CTB,-0.429391189,1.508995731
CUZ,-0.284529132,0.191505076
CBRL,-0.454095444,0.600606748
R,-0.505998026,1.429301059
AVT,-0.403629206,0.429289423
HPQ,-0.146656407,0.455449339
BAX,-0.026500799,-0.003064644
CFR,-0.42426561,0.607964259
DUK,-0.104116349,0.170350738
XRX,-0.479522542,0.274582317
PNW,-0.150482745,0.086464392
NC,-0.399765391,-0.037387707
APD,-0.144857418,0.389338279
MUR,-0.768234792,1.037699545
VNO,-0.450024758,0.080046999
HES,-0.497829004,0.610255438
CTS,-0.16927647,0.386144758
ALK,-0.576656026,0.826482796
NBR,-0.861076037,1.985388095
ARW,-0.387892382,0.875842203
AIT,-0.31072079,0.731381047
COHU,-0.456617402,2.084005452
CMC,-0.286833764,0.325882099
OMC,-0.314366223,0.176822374
FLS,-0.515973721,0.573179935
EML,-0.358525154,0.255626664
HL,-0.462389575,2.571128457
HEI,-0.34595903,0.775983806
HP,-0.648884147,0.572383709
HFC,-0.511640502,0.098236851
HRL,0.039003366,0.013727336
HUBB,-0.218483461,0.393684778
ATO,-0.107969223,-0.021002838
ENZ,-0.038022302,-0.003952564
ESCA,-0.381993271,2.653679593
BOOM,-0.485201799,0.879618181
MAS,-0.277594951,0.602116241
FARM,-0.537848159,-0.329022854
NPK,-0.137722827,0.248835873
NR,-0.85693758,1.140471402
FITB,-0.508132947,0.923106979
NUE,-0.352833732,0.515866776
OXY,-0.699830244,0.497993506
OXM,-0.516662136,0.839132772
RF,-0.468239642,0.864401968
PKE,-0.168964267,0.092078533
CLGX,-0.297998338,1.566519105
TRMK,-0.319060294,0.206101117
MTB,-0.385917851,0.268712512
FFBC,-0.407371171,0.233545509
FMBI,-0.419990669,0.242098222
ROG,-0.243005475,0.644672723
ROL,0.093360233,0.633046547
SEB,-0.337814525,0.080061931
SRCE,-0.370592439,0.27239143
FHN,-0.504226816,0.651721691
SHW,-0.210488653,0.608986811
SCL,-0.13378569,0.359464038
FSTR,-0.362229263,0.217637714
FELE,-0.175307771,0.480210765
BEN,-0.347190002,0.553847947
FUL,-0.456531304,0.879116277
WEYS,-0.228355752,-0.183178996
AJG,-0.139345949,0.536804365
WMB,-0.386592769,0.505663427
SPB,-0.429873171,1.220152119
GNTX,-0.232380796,0.552261071
WFC,-0.459882709,0.080202416
NI,-0.096118748,-0.05711628
SKY,-0.505362428,0.973213965
SMP,-0.214463873,-0.021445673
APA,-0.835166598,2.41702614
MAT,-0.349816015,0.980704416
GGG,-0.05979897,0.49965553
BDX,-0.15225931,0.099943921
B,-0.322875413,0.226107132
GTN,-0.402113349,0.406574038
WY,-0.427483756,0.98819865
DXC,-0.647246513,0.973180282
IFF,-0.202991424,0.087134378
DBD,-0.666667273,2.028407919
TJX,-0.213988507,0.428361362
CMI,-0.23730113,0.711852423
HE,-0.074229069,-0.155447012
AMOT,-0.510721656,1.161024614
HVT,-0.400297552,1.564618194
HWKN,-0.217823583,0.491122494
HCSG,-0.009673095,0.207165357
PH,-0.36669054,1.126079958
HELE,-0.198898829,0.542666345
IIN,-0.346111028,0.537808843
WMK,0.037458602,0.168745981
PKI,-0.22412978,0.909843868
WWW,-0.546532182,1.079179386
HNI,-0.321302551,0.40933239
NEU,-0.209138544,0.056025037
SJM,0.075083225,0.065463853
MDP,-0.615154483,0.571195547
JBHT,-0.208013344,0.490785535
HBAN,-0.445623513,0.60836634
HURC,-0.238008365,0.040233105
ATI,-0.588576592,0.972940411
SWK,-0.392481895,0.80907487
MCD,-0.157864396,0.321880479
SXI,-0.380088429,0.599079522
VFC,-0.452537918,0.611838514
IHC,-0.392585297,0.624274287
KMT,-0.491625018,0.985119597
ES,-0.073968367,0.128543182
TFX,-0.221237726,0.409131848
AVY,-0.216862674,0.543452118
ADP,-0.193020543,0.312373239
TILE,-0.54038594,0.394194291
CVM,0.261203157,0.010398026
DIOD,-0.279138113,0.734958846
IDCC,-0.175761724,0.384439291
JCI,-0.33136857,0.762141732
IVC,-0.174935523,0.20657842
MMC,-0.220790585,0.371107506
SWKS,-0.257341753,0.72882631
WSO,-0.131765024,0.498103427
SFE,-0.494535505,0.149549944
GFF,-0.375084418,0.630073969
CLX,0.1359742,0.184050882
GPC,-0.35874926,0.529591325
CBT,-0.445190245,0.766270542
HST,-0.394069772,0.325180588
KLAC,-0.188780879,0.824372396
RAD,-0.030380768,0.055332313
KAMN,-0.413380485,0.505103452
KELYA,-0.43545995,0.62096174
NYT,-0.043892456,0.693634638
EBF,-0.123207178,-0.011129893
CNA,-0.267813926,0.298908829
CBB,0.398281207,0.043715114
FSS,-0.151628688,0.225435272
KBAL,-0.419448745,0.02748431
ABM,-0.35401698,0.577665563
SGC,-0.369986353,1.783532615
JPM,-0.34976945,0.451152232
TGNA,-0.345117434,0.306828163
LZB,-0.342757769,0.949807311
LRCX,-0.175274097,0.987983887
MCO,-0.107057883,0.380513746
LANC,-0.092192069,0.286219935
HUM,-0.141534324,0.312589233
UNP,-0.215133049,0.499326606
LAWS,-0.48713991,0.905314345
LNC,-0.550699244,0.976042043
TGT,-0.270215838,0.924877882
ALX,-0.153024883,0.057645603
HRB,-0.389267687,0.184337387
DDS,-0.495100883,0.72743588
BK,-0.326184193,0.293048413
DHR,-0.097015332,0.609220452
PCH,-0.265310972,0.638884561
RRC,-0.529896674,1.93859609
LEE,-0.307746548,0.281791551
TPC,-0.477449981,0.927082396
TDW,-0.632780334,0.220337545
MGEE,-0.165268834,0.08715231
LLY,0.061660315,0.235361803
SMTC,-0.291115417,0.922402719
WGO,-0.474031099,1.169278603
MTW,-0.514285705,0.565881891
TER,-0.204250203,1.221320045
MCS,-0.609745543,0.094155243
SCI,-0.146208861,0.272670767
MLP,-0.028443763,0.054895483
SYY,-0.46364288,0.6678825
MKC,-0.168031056,0.373239258
RHI,-0.398185347,0.685721882
GENC,-0.100256846,0.171429567
J,-0.115742804,0.383480133
THC,-0.62135168,1.772915103
WRE,-0.17169342,-0.054981975
EFX,-0.144733376,0.626040192
GWW,-0.262113703,0.663836862
LEN,-0.313999736,1.011120692
HRC,-0.111952071,-0.019424528
MCY,-0.151446403,0.33783408
HAS,-0.317985371,0.342930401
IPG,-0.290766657,0.512685641
MLAB,-0.092857561,0.270153486
BMI,-0.172164518,0.768713687
MEI,-0.326079711,0.464548831
GHC,-0.464539698,0.580914208
SIEB,-0.165317609,-0.418282598
GRC,-0.163961244,0.054331917
MU,-0.217925107,0.787446621
MSEX,-0.05019515,0.21964282
MLHR,-0.463718524,0.530531829
PHM,-0.421649502,0.95004773
SJW,-0.182772704,0.218830553
MSA,-0.196349113,0.490857643
AIR,-0.603849172,1.039410302
MOD,-0.577922096,2.864616449
TRN,-0.267710971,0.691384222
MNR,-0.157854838,0.490116956
SPXC,-0.35849053,0.670958367
PNM,-0.2463919,0.303831606
MTRN,-0.409672353,0.831484335
WMT,-0.039380939,0.283973921
NSSC,-0.483838001,0.728408434
LPX,-0.41801353,1.195691598
CAG,-0.137576471,0.260400212
ITW,-0.202862202,0.45997858
NWLI,-0.408691306,0.202552673
BRT,-0.383028529,0.563644018
NATR,-0.089585363,0.838867556
TRC,-0.120150248,0.027737991
GLT,-0.327042179,0.388068817
BLL,0.001974285,0.449064852
NKE,-0.181060683,0.721153827
VSH,-0.318694528,0.4616355
NDSN,-0.168365543,0.496767083
JWN,-0.616173673,1.034547317
AFL,-0.348511274,0.327239205
VXRT,4.049931084,2.225994725
NTRS,-0.283132896,0.265808331
TEX,-0.513767484,1.429661767
NWN,-0.15703525,-0.234885362
FRT,-0.41225848,0.18618292
GPX,-0.507936185,0.821812528
LUV,-0.336976688,0.30890183
RBC,-0.261184433,0.96866706
LNT,-0.111857832,0.090481397
NEWT,-0.39735045,0.620836605
OII,-0.802817257,1.704079669
GPS,-0.596263602,1.953545104
KEX,-0.514464944,0.19231629
AXP,-0.310037733,0.432247297
ODC,-0.069938353,0.041756487
TAP,-0.265677293,0.158419923
UDR,-0.211965207,0.084746692
INTC,-0.090364587,-0.062276163
ORI,-0.308895965,0.341897447
BAC,-0.392107009,0.457873159
TRV,-0.268564738,0.443283555
SXT,-0.336435281,0.731690293
VIRC,-0.504717153,0.204762268
OLP,-0.471129584,0.552797893
LDL,-0.685185509,3.648600462
MDT,-0.200352352,0.3209788
OTTR,-0.126566511,-0.015072999
OMI,0.770309478,1.957823764
SNA,-0.352822089,0.608507964
PNC,-0.395721378,0.606715393
GHM,-0.406508715,0.205185701
PCAR,-0.223483545,0.439634794
TTC,-0.179866636,0.470967275
FDX,-0.193770765,1.161904888
AFG,-0.358231792,0.305699835
ADI,-0.241335077,0.672678355
LEG,-0.467243915,0.710941359
NWL,-0.298754137,0.667870472
PAR,-0.581652522,3.882582689
SWX,-0.076660426,-0.104244405
AMD,-0.008285908,1.016490909
PKOH,-0.434277614,0.638727304
DCI,-0.326450251,0.46461643
LOW,-0.278079772,0.889172845
PATK,-0.458133918,1.460627575
BIO,-0.055202621,0.665704886
HXL,-0.491368213,0.303845393
PAYX,-0.254940379,0.517865019
AON,-0.206060423,0.289342489
DLX,-0.475889393,0.16607164
BKH,-0.178705661,-0.013661094
RAVN,-0.381369549,0.577172917
TMO,-0.12635846,0.644978019
CSX,-0.205203186,0.5995294
BXMT,-0.483073793,0.594488562
GL,-0.31506738,0.328625074
PDCE,-0.762705298,2.305954108
GTY,-0.266504236,0.208106517
WST,0.013811841,0.864651135
AGYS,-0.342779275,1.298203703
DCO,-0.508212757,1.160963042
BRO,-0.080760362,0.316814598
NRT,-0.545472681,0.178735426
POWL,-0.471940563,0.183005138
SWN,-0.301652848,0.763314261
TDS,-0.334250686,0.138095639
CI,-0.133356952,0.174963095
CHE,-0.013039459,0.231984229
LB,-0.353193902,2.217126267
NSC,-0.244049765,0.649799366
PGR,0.049738219,0.343788662
NJR,-0.230816238,0.079533825
PSA,-0.057991309,0.195665601
PCYO,-0.114376968,0.007176451
AGX,-0.133651469,0.379051415
STZ,-0.209128031,0.491153891
KWR,-0.230652654,1.019815405
D,-0.11787042,0.075239065
NXGN,-0.350342073,0.747125606
KEY,-0.478507913,0.65012079
RLI,-0.020421795,0.206535685
UNF,-0.250718115,0.406554118
RPM,-0.220946762,0.547667739
MYE,-0.347421902,0.983668998
AOS,-0.201878209,0.472731229
COO,-0.14191601,0.318095001
USLM,-0.180545863,0.55192637
TISI,-0.592986804,0.676923027
VZ,-0.115864435,0.129257746
T,-0.24378364,0.04075142
USB,-0.411874195,0.396320514
HD,-0.138152818,0.447008724
MDC,-0.386932945,1.148918945
SLM,-0.189674592,0.741202818
WSO,-0.114716382,0.471856751
WDC,-0.33925196,0.345291217
RES,-0.606870231,0.529124335
AIG,-0.521332724,0.609078389
ITI,-0.358717659,0.765626211
UTL,-0.148039187,-0.131803743
BIG,-0.49442895,2.082398786
PEAK,-0.300002493,0.320474616
RGLD,-0.280793456,0.220704784
CMO,-0.450757488,0.496729463
WRI,-0.525448213,0.575231814
SEIC,-0.292302686,0.256111612
SIGI,-0.234469946,0.364295499
WTM,-0.183332808,0.099626629
REX,-0.432527549,0.579660269
MS,-0.33044435,1.062928038
SBCF,-0.401046862,0.60841011
RJF,-0.289402894,0.529642831
STZ,-0.24119276,0.546460264
HOG,-0.480774675,0.943179149
KBH,-0.470383205,0.869583488
BDN,-0.323938302,0.197016079
TOL,-0.511573155,1.280976489
C,-0.469161573,0.512988213
ECL,-0.190112984,0.398084318
EQC,-0.034114222,-0.026633506
UNM,-0.479756598,0.604450966
SON,-0.242329085,0.309001744
Y,-0.290430828,0.092949212
AWR,-0.052799092,-0.014914768
TFC,-0.447073662,0.606831714
INS,-0.148973244,0.180053241
STAA,-0.082741362,1.45567517
NHC,-0.16406267,-0.051418253
STT,-0.319974612,0.39942647
UHT,-0.135182618,-0.342107113
STC,-0.338808932,0.853990033
SF,-0.317247802,0.850806845
SYK,-0.204224841,0.484378891
RGR,0.086328099,0.396275944
SSY,-0.36429844,0.867099754
VOXX,-0.349315006,3.47719067
BKR,-0.586919655,1.052209459
INT,-0.4177799,0.252162493
VIACA,-0.597281605,1.171687483
ABMD,-0.149070223,1.233400081
CCL,-0.737029353,0.644647425
MBI,-0.232257522,-0.078431094
PII,-0.522992132,1.017241485
SCHW,-0.289980377,0.599453301
VGR,-0.281553359,0.309449005
PXD,-0.532932746,0.651038326
DX,-0.364060128,0.844534216
AB,-0.368485807,0.94832065
MAN,-0.454273493,0.752001346
USM,-0.191553886,0.047798137
DRE,-0.059292321,0.258771223
MTH,-0.402552451,1.268421638
RPT,-0.584441498,0.434494959
TNC,-0.254002018,0.223232605
MIDD,-0.480643291,1.266526413
ADBE,-0.035080335,0.571518392
MRTN,-0.043275449,0.304231639
NBN,-0.46946107,0.934436192
ODP,-0.395092583,0.786587947
IEX,-0.194584676,0.455502875
CRUS,-0.203615832,0.252475692
FRME,-0.356816017,0.451569545
NLOK,0.200277674,0.131279813
TG,-0.295302006,0.481313758
CGNX,-0.245679528,0.953956371
TECH,-0.134702568,0.680560917
ISDR,-0.238665743,0.967416345
VTR,-0.522125148,0.889382698
EOG,-0.569464784,0.425972021
EA,-0.068272409,0.435260862
DGII,-0.461624917,0.981131869
STAR,-0.263947277,0.437395252
ZIXI,-0.364307514,1.002319711
LSCC,-0.068964811,1.571267188
IMGN,-0.332027625,0.891494784
GIII,-0.770149075,2.083121164
GSBC,-0.345296051,0.24061883
PTC,-0.182667346,0.954089333
NEOG,0.026509251,0.183759292
HALL,-0.770062845,-0.118811792
BLFS,-0.412855229,3.198942993
CSCO,-0.174117842,0.168431933
THO,-0.432225317,1.24690276
COG,-0.005629307,-0.037685439
HOLX,-0.327714287,1.074926832
JOE,-0.153806816,1.535163034
VICR,-0.046660522,1.070496574
GVA,-0.446693508,0.793267877
KMPR,-0.036205758,0.046146481
TYL,-0.011532431,0.471945103
XLNX,-0.199289844,0.837927815
BHE,-0.413562242,0.3801205
VIAC,-0.660471444,1.727379318
TRMB,-0.236507639,1.09770766
EXPO,0.044776887,0.260885842
PRK,-0.231053701,0.400489677
MTRX,-0.586101168,0.163676323
AN,-0.422990664,1.48717027
MMSI,0.000961137,0.776322692
VERU,-0.023880159,1.645259014
ESE,-0.179351586,0.364870835
